timestamp,cpu_load,threads,events_per_sec,avg_latency_ms,score
2026-04-28 11:03:21,50%,4,5036.33,0.79,6375.10
2026-04-28 11:03:21,60%,4,4804.53,0.83,5788.59
2026-04-28 11:03:21,70%,4,4572.50,0.87,5255.75
2026-04-28 11:03:21,80%,4,4416.28,0.90,4906.98
2026-04-28 11:03:21,90%,4,4211.30,0.95,4432.95
2026-04-28 11:35:55,30%,4,5451.21,0.73,7467.41
2026-04-28 11:35:55,40%,4,5202.92,0.77,6757.04
2026-04-28 11:35:55,50%,4,4923.89,0.81,6078.88
2026-04-28 11:35:55,60%,4,4747.22,0.84,5651.45
2026-04-28 11:35:55,70%,4,4482.54,0.89,5036.56
2026-04-28 11:35:55,80%,4,4354.56,0.92,4733.22
2026-04-28 11:35:55,90%,4,4212.34,0.95,4434.04
2026-04-28 12:08:30,30%,4,5362.82,0.75,7150.43
2026-04-28 12:08:30,40%,4,5142.82,0.78,6593.36
2026-04-28 12:08:30,50%,4,4997.30,0.80,6246.62
2026-04-28 12:08:30,60%,4,4773.59,0.84,5682.85
2026-04-28 12:08:30,70%,4,4500.49,0.89,5056.73
2026-04-28 12:08:30,80%,4,4352.87,0.92,4731.38
2026-04-28 12:08:30,90%,4,4247.26,0.94,4518.36
2026-04-28 12:41:04,30%,4,5379.01,0.74,7268.93
2026-04-28 12:41:04,40%,4,5173.48,0.77,6718.81
2026-04-28 12:41:04,50%,4,5019.80,0.80,6274.75
2026-04-28 12:41:04,60%,4,4766.64,0.84,5674.57
2026-04-28 12:41:04,70%,4,4509.64,0.89,5067.01
2026-04-28 12:41:04,80%,4,4358.73,0.92,4737.75
2026-04-28 12:41:04,90%,4,4189.76,0.95,4410.27
