timestamp,cpu_load,events_per_sec,avg_latency,score
2026-04-27 11:54:15,30%,1034.36,0.97,1066.35
2026-04-27 11:54:15,40%,1029.28,0.97,1061.11
2026-04-27 11:54:15,50%,1034.18,0.97,1066.16
2026-04-27 11:54:15,60%,911.32,1.10,828.47
2026-04-27 11:54:15,70%,924.03,1.08,855.58
2026-04-27 11:54:15,80%,899.04,1.11,809.95
2026-04-27 11:54:15,90%,856.28,1.17,731.86
2026-04-27 12:25:54,30%,964.28,1.04,927.19
2026-04-27 12:25:54,40%,993.80,1.01,983.96
2026-04-27 12:25:54,50%,1001.92,1.00,1001.92
2026-04-27 12:25:54,60%,933.69,1.07,872.61
2026-04-27 12:25:54,70%,897.88,1.11,808.90
2026-04-27 12:25:54,80%,910.63,1.10,827.85
2026-04-27 12:25:54,90%,869.68,1.15,756.24
2026-04-27 12:57:32,30%,1034.94,0.97,1066.95
2026-04-27 12:57:32,40%,928.01,1.08,859.27
2026-04-27 12:57:32,50%,952.14,1.05,906.80
2026-04-27 12:57:32,60%,974.39,1.03,946.01
2026-04-27 12:57:32,70%,898.46,1.11,809.42
2026-04-27 12:57:32,80%,875.20,1.14,767.72
2026-04-27 12:57:32,90%,881.04,1.13,779.68
2026-04-27 13:29:10,30%,1026.18,0.97,1057.92
2026-04-27 13:29:10,40%,1043.98,0.96,1087.48
2026-04-27 13:29:10,50%,949.15,1.05,903.95
2026-04-27 13:29:10,60%,969.57,1.03,941.33
2026-04-27 13:29:10,70%,908.81,1.10,826.19
2026-04-27 13:29:10,80%,901.57,1.11,812.23
2026-04-27 13:29:10,90%,865.13,1.15,752.29
