timestamp,cpu_load,threads,events_per_sec,avg_latency_ms,score
2026-04-27 23:46:25,50%,4,3002.99,1.33,2257.89
2026-04-27 23:46:25,60%,4,2799.41,1.43,1957.63
2026-04-27 23:46:25,70%,4,2585.07,1.55,1667.79
2026-04-27 23:46:25,80%,4,2418.14,1.65,1465.54
2026-04-27 23:46:25,90%,4,2345.27,1.70,1379.57
2026-04-28 00:19:00,30%,4,3521.09,1.13,3116.01
2026-04-28 00:19:00,40%,4,3213.53,1.24,2591.56
2026-04-28 00:19:00,50%,4,2952.08,1.35,2186.73
2026-04-28 00:19:00,60%,4,2780.66,1.44,1931.01
2026-04-28 00:19:00,70%,4,2555.71,1.56,1638.28
2026-04-28 00:19:00,80%,4,2379.82,1.68,1416.56
2026-04-28 00:19:00,90%,4,2331.62,1.71,1363.52
2026-04-28 00:51:34,30%,4,3522.39,1.13,3117.16
2026-04-28 00:51:34,40%,4,3264.63,1.22,2675.93
2026-04-28 00:51:34,50%,4,2986.87,1.34,2229.01
2026-04-28 00:51:34,60%,4,2778.89,1.44,1929.78
2026-04-28 00:51:34,70%,4,2620.61,1.52,1724.09
2026-04-28 00:51:34,80%,4,2424.05,1.65,1469.12
2026-04-28 00:51:34,90%,4,2315.45,1.72,1346.19
2026-04-28 01:24:08,30%,4,3518.23,1.14,3086.17
2026-04-28 01:24:08,40%,4,3246.27,1.23,2639.24
2026-04-28 01:24:08,50%,4,2945.87,1.36,2166.08
2026-04-28 01:24:08,60%,4,2769.37,1.44,1923.17
2026-04-28 01:24:08,70%,4,2581.76,1.55,1665.65
2026-04-28 01:24:08,80%,4,2417.00,1.65,1464.85
2026-04-28 01:24:08,90%,4,2329.60,1.71,1362.34
2026-04-28 01:56:43,30%,4,3529.65,1.13,3123.58
2026-04-28 01:56:43,40%,4,3226.76,1.24,2602.23
2026-04-28 01:56:43,50%,4,2983.54,1.34,2226.52
2026-04-28 01:56:43,60%,4,2774.80,1.44,1926.94
2026-04-28 01:56:43,70%,4,2578.41,1.55,1663.49
2026-04-28 01:56:43,80%,4,2408.93,1.66,1451.16
2026-04-28 01:56:43,90%,4,2305.02,1.73,1332.38
2026-04-28 02:29:17,30%,4,3505.35,1.14,3074.87
2026-04-28 02:29:17,40%,4,3229.33,1.24,2604.30
2026-04-28 02:29:17,50%,4,2902.88,1.38,2103.54
2026-04-28 02:29:17,60%,4,2769.84,1.44,1923.50
2026-04-28 02:29:17,70%,4,2562.17,1.56,1642.42
2026-04-28 02:29:17,80%,4,2406.98,1.66,1449.99
2026-04-28 02:29:17,90%,4,2311.01,1.73,1335.84
2026-04-28 03:01:51,30%,4,3470.84,1.15,3018.12
2026-04-28 03:01:51,40%,4,3186.16,1.25,2548.93
2026-04-28 03:01:51,50%,4,2966.09,1.35,2197.10
2026-04-28 03:01:51,60%,4,2712.50,1.47,1845.24
2026-04-28 03:01:51,70%,4,2539.08,1.57,1617.25
2026-04-28 03:01:51,80%,4,2353.99,1.70,1384.70
2026-04-28 03:01:51,90%,4,2282.14,1.75,1304.08
