timestamp,cpu_load,threads,events_per_sec,avg_latency_ms,score
2026-04-28 07:10:51,40%,2,3455.07,0.58,5957.02
2026-04-28 07:10:51,50%,2,3281.79,0.61,5379.98
2026-04-28 07:10:51,60%,2,3103.40,0.64,4849.06
2026-04-28 07:10:51,70%,2,2971.52,0.67,4435.10
2026-04-28 07:10:51,80%,2,2810.62,0.71,3958.62
2026-04-28 07:10:51,90%,2,2698.83,0.74,3647.07
2026-04-28 07:43:25,30%,2,3541.91,0.56,6324.84
2026-04-28 07:43:25,40%,2,3392.67,0.59,5750.29
2026-04-28 07:43:25,50%,2,3263.04,0.61,5349.25
2026-04-28 07:43:25,60%,2,3097.80,0.64,4840.31
2026-04-28 07:43:25,70%,2,2971.38,0.67,4434.90
2026-04-28 07:43:25,80%,2,2805.03,0.71,3950.75
2026-04-28 07:43:25,90%,2,2819.68,0.71,3971.38
2026-04-28 08:15:59,30%,2,3510.12,0.57,6158.11
2026-04-28 08:15:59,40%,2,3366.25,0.59,5705.51
2026-04-28 08:15:59,50%,2,3262.67,0.61,5348.64
2026-04-28 08:15:59,60%,2,3131.89,0.64,4893.58
2026-04-28 08:15:59,70%,2,2948.06,0.68,4335.38
2026-04-28 08:15:59,80%,2,2813.34,0.71,3962.45
2026-04-28 08:15:59,90%,2,2704.78,0.74,3655.11
2026-04-28 08:48:34,30%,2,3485.35,0.57,6114.65
2026-04-28 08:48:34,40%,2,3367.43,0.59,5707.51
2026-04-28 08:48:34,50%,2,3218.59,0.62,5191.27
2026-04-28 08:48:34,60%,2,3090.55,0.65,4754.69
2026-04-28 08:48:34,70%,2,2975.93,0.67,4441.69
2026-04-28 08:48:34,80%,2,2821.14,0.71,3973.44
2026-04-28 08:48:34,90%,2,2697.35,0.74,3645.07
2026-04-28 09:21:08,30%,2,3138.07,0.64,4903.23
2026-04-28 09:21:08,40%,2,3394.09,0.59,5752.69
2026-04-28 09:21:08,50%,2,3246.95,0.62,5237.02
2026-04-28 09:21:08,60%,2,3122.97,0.64,4879.64
2026-04-28 09:21:08,70%,2,2930.78,0.68,4309.97
2026-04-28 09:21:08,80%,2,2849.24,0.70,4070.34
2026-04-28 09:21:08,90%,2,2692.32,0.74,3638.27
2026-04-28 09:53:42,30%,2,3464.59,0.58,5973.43
2026-04-28 09:53:42,40%,2,3459.91,0.58,5965.36
2026-04-28 09:53:42,50%,2,3228.81,0.62,5207.76
2026-04-28 09:53:42,60%,2,3150.90,0.63,5001.43
2026-04-28 09:53:42,70%,2,2980.83,0.67,4449.00
2026-04-28 09:53:42,80%,2,2815.28,0.71,3965.18
2026-04-28 09:53:42,90%,2,2696.19,0.74,3643.50
2026-04-28 10:26:17,30%,2,3517.59,0.57,6171.21
2026-04-28 10:26:17,40%,2,3443.41,0.58,5936.91
2026-04-28 10:26:17,50%,2,3288.83,0.61,5391.52
2026-04-28 10:26:17,60%,2,3096.37,0.65,4763.65
2026-04-28 10:26:17,70%,2,2965.24,0.67,4425.73
2026-04-28 10:26:17,80%,2,2821.53,0.71,3973.99
2026-04-28 10:26:17,90%,2,2718.20,0.74,3673.24
2026-04-28 10:58:51,30%,2,3508.79,0.57,6155.77
2026-04-28 10:58:51,40%,2,3452.44,0.58,5952.48
2026-04-28 10:58:51,50%,2,3194.12,0.63,5070.03
2026-04-28 10:58:51,60%,2,3098.77,0.64,4841.83
2026-04-28 10:58:51,70%,2,2951.47,0.68,4340.40
2026-04-28 10:58:51,80%,2,2798.80,0.71,3941.97
2026-04-28 10:58:51,90%,2,2583.01,0.77,3354.56
2026-04-28 11:31:25,30%,2,3524.56,0.57,6183.44
2026-04-28 11:31:25,40%,2,3494.25,0.57,6130.26
2026-04-28 11:31:25,50%,2,3292.88,0.61,5398.16
2026-04-28 11:31:25,60%,2,3134.24,0.64,4897.25
2026-04-28 11:31:25,70%,2,2967.10,0.67,4428.51
2026-04-28 11:31:25,80%,2,2794.18,0.71,3935.46
2026-04-28 11:31:25,90%,2,2520.20,0.79,3190.13
2026-04-28 12:04:00,30%,2,3469.11,0.58,5981.22
2026-04-28 12:04:00,40%,2,3399.49,0.59,5761.85
2026-04-28 12:04:00,50%,2,3279.17,0.61,5375.69
2026-04-28 12:04:00,60%,2,3128.39,0.64,4888.11
2026-04-28 12:04:00,70%,2,2971.34,0.67,4434.84
2026-04-28 12:04:00,80%,2,2785.32,0.72,3868.50
2026-04-28 12:04:00,90%,2,2681.61,0.74,3623.80
2026-04-28 12:36:34,30%,2,3510.93,0.57,6159.53
2026-04-28 12:36:34,40%,2,3430.89,0.58,5915.33
2026-04-28 12:36:34,50%,2,3273.37,0.61,5366.18
2026-04-28 12:36:34,60%,2,3098.38,0.64,4841.22
2026-04-28 12:36:34,70%,2,2989.72,0.67,4462.27
2026-04-28 12:36:34,80%,2,2920.84,0.68,4295.35
2026-04-28 12:36:34,90%,2,2688.52,0.74,3633.14
