time,ip,status,avg_rtt_ms
2026-04-27 08:18:42,34.48.113.182,UP,88.649
2026-04-27 08:18:51,198.199.67.247,UP,76.062
2026-04-27 08:19:00,47.90.140.166,UP,90.156
2026-04-27 08:19:09,35.234.103.240,UP,1.747
2026-04-27 08:19:18,134.122.75.45,UP,0.042
2026-04-27 08:19:27,47.245.143.155,UP,2.216
2026-04-27 08:19:36,34.94.91.108,UP,149.550
2026-04-27 08:19:46,64.227.92.19,UP,154.445
2026-04-27 08:19:55,47.89.252.104,UP,149.732
2026-04-27 08:20:04,35.200.105.130,UP,230.972
2026-04-27 08:20:13,157.230.41.239,UP,154.259
2026-04-27 08:20:22,47.238.70.228,UP,202.855
2026-04-27 08:20:31,34.39.96.45,UP,14.518
2026-04-27 08:20:40,46.101.47.75,UP,14.595
2026-04-27 08:20:50,8.208.34.84,UP,13.499
2026-04-27 08:50:59,34.48.113.182,UP,89.152
2026-04-27 08:51:08,198.199.67.247,UP,76.247
2026-04-27 08:51:17,47.90.140.166,UP,90.175
2026-04-27 08:51:26,35.234.103.240,UP,1.918
2026-04-27 08:51:35,134.122.75.45,UP,0.043
2026-04-27 08:51:44,47.245.143.155,UP,2.222
2026-04-27 08:51:53,34.94.91.108,UP,148.908
2026-04-27 08:52:02,64.227.92.19,UP,155.199
2026-04-27 08:52:12,47.89.252.104,UP,149.699
2026-04-27 08:52:21,35.200.105.130,UP,230.237
2026-04-27 08:52:30,157.230.41.239,UP,156.078
2026-04-27 08:52:39,47.238.70.228,UP,185.855
2026-04-27 08:52:48,34.39.96.45,UP,15.213
2026-04-27 08:52:57,46.101.47.75,UP,14.295
2026-04-27 08:53:06,8.208.34.84,UP,13.524
2026-04-27 09:23:16,34.48.113.182,UP,88.469
2026-04-27 09:23:25,198.199.67.247,UP,76.014
2026-04-27 09:23:34,47.90.140.166,UP,90.182
2026-04-27 09:23:43,35.234.103.240,UP,1.686
2026-04-27 09:23:52,134.122.75.45,UP,0.044
2026-04-27 09:24:01,47.245.143.155,UP,2.256
2026-04-27 09:24:10,34.94.91.108,UP,150.046
2026-04-27 09:24:19,64.227.92.19,UP,154.508
2026-04-27 09:24:29,47.89.252.104,UP,149.769
2026-04-27 09:24:38,35.200.105.130,UP,230.074
2026-04-27 09:24:47,157.230.41.239,UP,154.185
2026-04-27 09:24:56,47.238.70.228,UP,201.600
2026-04-27 09:25:05,34.39.96.45,UP,14.871
2026-04-27 09:25:14,46.101.47.75,UP,14.363
2026-04-27 09:25:23,8.208.34.84,UP,13.513
2026-04-27 09:55:32,34.48.113.182,UP,90.161
2026-04-27 09:55:41,198.199.67.247,UP,76.083
2026-04-27 09:55:51,47.90.140.166,UP,90.202
2026-04-27 09:56:00,35.234.103.240,UP,1.457
2026-04-27 09:56:09,134.122.75.45,UP,0.046
2026-04-27 09:56:18,47.245.143.155,UP,2.196
2026-04-27 09:56:27,34.94.91.108,UP,149.203
2026-04-27 09:56:36,64.227.92.19,UP,154.523
2026-04-27 09:56:45,47.89.252.104,UP,149.692
2026-04-27 09:56:55,35.200.105.130,UP,232.383
2026-04-27 09:57:04,157.230.41.239,UP,154.009
2026-04-27 09:57:13,47.238.70.228,UP,201.684
2026-04-27 09:57:22,34.39.96.45,UP,15.246
2026-04-27 09:57:31,46.101.47.75,UP,14.248
2026-04-27 09:57:40,8.208.34.84,UP,13.462
2026-04-27 10:27:49,34.48.113.182,UP,89.505
2026-04-27 10:27:58,198.199.67.247,UP,76.049
2026-04-27 10:28:07,47.90.140.166,UP,90.202
2026-04-27 10:28:17,35.234.103.240,UP,1.705
2026-04-27 10:28:26,134.122.75.45,UP,0.099
2026-04-27 10:28:35,47.245.143.155,UP,2.198
2026-04-27 10:28:44,34.94.91.108,UP,150.200
2026-04-27 10:28:53,64.227.92.19,UP,154.434
2026-04-27 10:29:02,47.89.252.104,UP,149.679
2026-04-27 10:29:12,35.200.105.130,UP,229.943
2026-04-27 10:29:21,157.230.41.239,UP,154.087
2026-04-27 10:29:30,47.238.70.228,UP,184.949
2026-04-27 10:29:39,34.39.96.45,UP,15.345
2026-04-27 10:29:48,46.101.47.75,UP,14.261
2026-04-27 10:29:57,8.208.34.84,UP,13.470
2026-04-27 11:00:06,34.48.113.182,UP,89.809
2026-04-27 11:00:15,198.199.67.247,UP,76.136
2026-04-27 11:00:24,47.90.140.166,UP,90.179
2026-04-27 11:00:33,35.234.103.240,UP,1.696
2026-04-27 11:00:43,134.122.75.45,UP,0.041
2026-04-27 11:00:52,47.245.143.155,UP,2.235
2026-04-27 11:01:01,34.94.91.108,UP,151.111
2026-04-27 11:01:10,64.227.92.19,UP,154.559
2026-04-27 11:01:19,47.89.252.104,UP,148.879
2026-04-27 11:01:28,35.200.105.130,UP,230.611
2026-04-27 11:01:38,157.230.41.239,UP,154.112
2026-04-27 11:01:47,47.238.70.228,UP,186.588
2026-04-27 11:01:56,34.39.96.45,UP,15.039
2026-04-27 11:02:05,46.101.47.75,UP,15.327
2026-04-27 11:02:14,8.208.34.84,UP,13.514
2026-04-27 11:32:23,34.48.113.182,UP,89.430
2026-04-27 11:32:32,198.199.67.247,UP,76.042
2026-04-27 11:32:41,47.90.140.166,UP,90.945
2026-04-27 11:32:50,35.234.103.240,UP,1.471
2026-04-27 11:33:00,134.122.75.45,UP,0.046
2026-04-27 11:33:09,47.245.143.155,UP,2.699
2026-04-27 11:33:18,34.94.91.108,UP,148.721
2026-04-27 11:33:27,64.227.92.19,UP,154.478
2026-04-27 11:33:36,47.89.252.104,UP,149.671
2026-04-27 11:33:45,35.200.105.130,UP,230.699
2026-04-27 11:33:54,157.230.41.239,UP,154.188
2026-04-27 11:34:04,47.238.70.228,UP,190.707
2026-04-27 11:34:13,34.39.96.45,UP,15.176
2026-04-27 11:34:22,46.101.47.75,UP,14.384
2026-04-27 11:34:31,8.208.34.84,UP,13.528
2026-04-27 12:04:40,34.48.113.182,UP,90.454
2026-04-27 12:04:49,198.199.67.247,UP,76.083
2026-04-27 12:04:58,47.90.140.166,UP,90.182
2026-04-27 12:05:07,35.234.103.240,UP,1.576
2026-04-27 12:05:16,134.122.75.45,UP,0.044
2026-04-27 12:05:25,47.245.143.155,UP,2.279
2026-04-27 12:05:35,34.94.91.108,UP,149.605
