time,ip,status,avg_rtt_ms
2026-04-27 08:34:42,34.48.113.182,UP,86.342
2026-04-27 08:34:51,198.199.67.247,UP,81.065
2026-04-27 08:35:00,47.90.140.166,UP,86.414
2026-04-27 08:35:09,35.234.103.240,UP,0.980
2026-04-27 08:35:18,134.122.75.45,UP,1.681
2026-04-27 08:35:27,47.245.143.155,UP,2.837
2026-04-27 08:35:36,34.94.91.108,UP,147.303
2026-04-27 08:35:45,64.227.92.19,UP,142.766
2026-04-27 08:35:55,47.89.252.104,UP,143.565
2026-04-27 08:36:04,35.200.105.130,UP,225.834
2026-04-27 08:36:13,157.230.41.239,UP,229.508
2026-04-27 08:36:22,47.238.70.228,UP,244.992
2026-04-27 08:36:32,34.39.96.45,UP,14.465
2026-04-27 08:36:41,46.101.47.75,UP,15.694
2026-04-27 08:36:50,8.208.34.84,UP,16.362
2026-04-27 09:06:59,34.48.113.182,UP,87.333
2026-04-27 09:07:08,198.199.67.247,UP,82.302
2026-04-27 09:07:17,47.90.140.166,UP,87.029
2026-04-27 09:07:26,35.234.103.240,UP,1.105
2026-04-27 09:07:35,134.122.75.45,UP,1.355
2026-04-27 09:07:44,47.245.143.155,UP,3.060
2026-04-27 09:07:53,34.94.91.108,UP,147.684
2026-04-27 09:08:03,64.227.92.19,UP,143.536
2026-04-27 09:08:12,47.89.252.104,UP,144.145
2026-04-27 09:08:21,35.200.105.130,UP,229.748
2026-04-27 09:08:30,157.230.41.239,UP,230.012
2026-04-27 09:08:40,47.238.70.228,UP,244.607
2026-04-27 09:08:49,34.39.96.45,UP,12.957
2026-04-27 09:08:58,46.101.47.75,UP,15.751
2026-04-27 09:09:07,8.208.34.84,UP,16.539
2026-04-27 09:39:16,34.48.113.182,UP,86.774
2026-04-27 09:39:25,198.199.67.247,UP,81.213
2026-04-27 09:39:34,47.90.140.166,UP,86.126
2026-04-27 09:39:43,35.234.103.240,UP,1.019
2026-04-27 09:39:52,134.122.75.45,UP,2.461
2026-04-27 09:40:01,47.245.143.155,UP,2.733
2026-04-27 09:40:10,34.94.91.108,UP,146.905
2026-04-27 09:40:20,64.227.92.19,UP,142.462
2026-04-27 09:40:29,47.89.252.104,UP,144.559
2026-04-27 09:40:38,35.200.105.130,UP,226.902
2026-04-27 09:40:47,157.230.41.239,UP,230.141
2026-04-27 09:40:57,47.238.70.228,UP,246.527
2026-04-27 09:41:06,34.39.96.45,UP,13.386
2026-04-27 09:41:15,46.101.47.75,UP,15.809
2026-04-27 09:41:24,8.208.34.84,UP,16.091
2026-04-27 10:11:33,34.48.113.182,UP,87.518
2026-04-27 10:11:42,198.199.67.247,UP,82.172
2026-04-27 10:11:51,47.90.140.166,UP,88.196
2026-04-27 10:12:00,35.234.103.240,UP,0.972
2026-04-27 10:12:09,134.122.75.45,UP,1.974
2026-04-27 10:12:18,47.245.143.155,UP,2.508
2026-04-27 10:12:27,34.94.91.108,UP,148.475
2026-04-27 10:12:37,64.227.92.19,UP,143.163
2026-04-27 10:12:46,47.89.252.104,UP,145.498
2026-04-27 10:12:55,35.200.105.130,UP,228.581
2026-04-27 10:13:04,157.230.41.239,UP,226.856
2026-04-27 10:13:14,47.238.70.228,UP,247.770
2026-04-27 10:13:23,34.39.96.45,UP,13.310
2026-04-27 10:13:32,46.101.47.75,UP,15.474
2026-04-27 10:13:41,8.208.34.84,UP,16.077
2026-04-27 10:43:50,34.48.113.182,UP,88.795
2026-04-27 10:43:59,198.199.67.247,UP,81.449
2026-04-27 10:44:08,47.90.140.166,UP,88.182
2026-04-27 10:44:17,35.234.103.240,UP,0.966
2026-04-27 10:44:26,134.122.75.45,UP,1.841
2026-04-27 10:44:35,47.245.143.155,UP,2.787
2026-04-27 10:44:45,34.94.91.108,UP,147.065
2026-04-27 10:44:54,64.227.92.19,UP,144.228
2026-04-27 10:45:03,47.89.252.104,UP,145.426
2026-04-27 10:45:12,35.200.105.130,UP,228.307
2026-04-27 10:45:21,157.230.41.239,UP,241.746
2026-04-27 10:45:31,47.238.70.228,UP,245.624
2026-04-27 10:45:40,34.39.96.45,UP,13.691
2026-04-27 10:45:49,46.101.47.75,UP,16.048
2026-04-27 10:45:58,8.208.34.84,UP,17.081
2026-04-27 11:16:07,34.48.113.182,UP,89.249
2026-04-27 11:16:16,198.199.67.247,UP,81.005
2026-04-27 11:16:25,47.90.140.166,UP,88.212
2026-04-27 11:16:34,35.234.103.240,UP,0.710
2026-04-27 11:16:43,134.122.75.45,UP,1.208
2026-04-27 11:16:52,47.245.143.155,UP,2.669
2026-04-27 11:17:02,34.94.91.108,UP,147.021
2026-04-27 11:17:11,64.227.92.19,UP,144.019
2026-04-27 11:17:20,47.89.252.104,UP,145.394
2026-04-27 11:17:29,35.200.105.130,UP,226.918
2026-04-27 11:17:38,157.230.41.239,UP,235.740
2026-04-27 11:17:48,47.238.70.228,UP,245.296
2026-04-27 11:17:57,34.39.96.45,UP,13.262
2026-04-27 11:18:06,46.101.47.75,UP,15.720
2026-04-27 11:18:15,8.208.34.84,UP,16.170
2026-04-27 11:48:24,34.48.113.182,UP,88.669
2026-04-27 11:48:33,198.199.67.247,UP,80.184
2026-04-27 11:48:42,47.90.140.166,UP,87.971
2026-04-27 11:48:51,35.234.103.240,UP,0.785
2026-04-27 11:49:00,134.122.75.45,UP,1.489
2026-04-27 11:49:09,47.245.143.155,UP,2.628
2026-04-27 11:49:19,34.94.91.108,UP,147.906
2026-04-27 11:49:28,64.227.92.19,UP,143.200
2026-04-27 11:49:37,47.89.252.104,UP,144.908
2026-04-27 11:49:46,35.200.105.130,UP,228.521
2026-04-27 11:49:55,157.230.41.239,UP,242.783
2026-04-27 11:50:05,47.238.70.228,UP,244.780
2026-04-27 11:50:14,34.39.96.45,UP,12.987
2026-04-27 11:50:23,46.101.47.75,UP,15.622
2026-04-27 11:50:32,8.208.34.84,UP,16.075
2026-04-27 12:20:41,34.48.113.182,UP,88.737
2026-04-27 12:20:50,198.199.67.247,UP,80.905
2026-04-27 12:20:59,47.90.140.166,UP,88.392
2026-04-27 12:21:08,35.234.103.240,UP,0.914
2026-04-27 12:21:17,134.122.75.45,UP,1.546
2026-04-27 12:21:26,47.245.143.155,UP,2.773
2026-04-27 12:21:35,34.94.91.108,UP,148.870
2026-04-27 12:21:45,64.227.92.19,UP,142.790
2026-04-27 12:21:54,47.89.252.104,UP,144.111
2026-04-27 12:22:03,35.200.105.130,UP,229.400
2026-04-27 12:22:12,157.230.41.239,UP,236.452
2026-04-27 12:22:22,47.238.70.228,UP,243.591
2026-04-27 12:22:31,34.39.96.45,UP,13.010
2026-04-27 12:22:40,46.101.47.75,UP,15.485
2026-04-27 12:22:49,8.208.34.84,UP,16.051
2026-04-27 12:52:58,34.48.113.182,UP,88.003
2026-04-27 12:53:07,198.199.67.247,UP,81.618
2026-04-27 12:53:16,47.90.140.166,UP,87.266
2026-04-27 12:53:25,35.234.103.240,UP,0.683
2026-04-27 12:53:34,134.122.75.45,UP,1.724
2026-04-27 12:53:43,47.245.143.155,UP,2.675
2026-04-27 12:53:52,34.94.91.108,UP,148.633
2026-04-27 12:54:02,64.227.92.19,UP,143.401
2026-04-27 12:54:11,47.89.252.104,UP,144.469
2026-04-27 12:54:20,35.200.105.130,UP,226.842
2026-04-27 12:54:29,157.230.41.239,UP,237.331
2026-04-27 12:54:39,47.238.70.228,UP,245.698
2026-04-27 12:54:48,34.39.96.45,UP,13.298
2026-04-27 12:54:57,46.101.47.75,UP,15.682
2026-04-27 12:55:06,8.208.34.84,UP,16.069
2026-04-27 13:25:15,34.48.113.182,UP,88.660
2026-04-27 13:25:24,198.199.67.247,UP,82.100
2026-04-27 13:25:33,47.90.140.166,UP,88.211
2026-04-27 13:25:42,35.234.103.240,UP,0.691
2026-04-27 13:25:51,134.122.75.45,UP,1.548
2026-04-27 13:26:00,47.245.143.155,UP,2.629
2026-04-27 13:26:10,34.94.91.108,UP,148.498
2026-04-27 13:26:19,64.227.92.19,UP,142.432
2026-04-27 13:26:28,47.89.252.104,UP,144.024
2026-04-27 13:26:37,35.200.105.130,UP,228.965
2026-04-27 13:26:46,157.230.41.239,UP,238.943
2026-04-27 13:26:56,47.238.70.228,UP,245.671
2026-04-27 13:27:05,34.39.96.45,UP,13.191
2026-04-27 13:27:14,46.101.47.75,UP,15.405
2026-04-27 13:27:23,8.208.34.84,UP,16.297
2026-04-27 13:57:32,34.48.113.182,UP,88.302
2026-04-27 13:57:41,198.199.67.247,UP,81.320
2026-04-27 13:57:50,47.90.140.166,UP,88.629
2026-04-27 13:57:59,35.234.103.240,UP,0.751
2026-04-27 13:58:08,134.122.75.45,UP,1.534
2026-04-27 13:58:17,47.245.143.155,UP,2.545
2026-04-27 13:58:27,34.94.91.108,UP,148.367
2026-04-27 13:58:36,64.227.92.19,UP,142.150
2026-04-27 13:58:45,47.89.252.104,UP,143.605
2026-04-27 13:58:54,35.200.105.130,UP,228.393
2026-04-27 13:59:03,157.230.41.239,UP,234.743
2026-04-27 13:59:13,47.238.70.228,UP,246.409
2026-04-27 13:59:22,34.39.96.45,UP,12.772
2026-04-27 13:59:31,46.101.47.75,UP,15.507
2026-04-27 13:59:40,8.208.34.84,UP,16.123
2026-04-27 14:29:49,34.48.113.182,UP,87.966
2026-04-27 14:29:58,198.199.67.247,UP,81.386
2026-04-27 14:30:07,47.90.140.166,UP,88.466
2026-04-27 14:30:16,35.234.103.240,UP,0.804
2026-04-27 14:30:25,134.122.75.45,UP,2.534
2026-04-27 14:30:34,47.245.143.155,UP,2.491
2026-04-27 14:30:44,34.94.91.108,UP,149.248
2026-04-27 14:30:53,64.227.92.19,UP,142.027
2026-04-27 14:31:02,47.89.252.104,UP,144.592
2026-04-27 14:31:11,35.200.105.130,UP,228.174
2026-04-27 14:31:20,157.230.41.239,UP,235.806
2026-04-27 14:31:30,47.238.70.228,UP,248.874
2026-04-27 14:31:39,34.39.96.45,UP,13.585
2026-04-27 14:31:48,46.101.47.75,UP,15.775
2026-04-27 14:31:57,8.208.34.84,UP,16.035
2026-04-27 15:02:06,34.48.113.182,UP,88.608
2026-04-27 15:02:15,198.199.67.247,UP,81.610
2026-04-27 15:02:24,47.90.140.166,UP,88.607
2026-04-27 15:02:33,35.234.103.240,UP,0.827
2026-04-27 15:02:42,134.122.75.45,UP,1.663
2026-04-27 15:02:51,47.245.143.155,UP,2.392
2026-04-27 15:03:01,34.94.91.108,UP,148.407
2026-04-27 15:03:10,64.227.92.19,UP,142.675
2026-04-27 15:03:19,47.89.252.104,UP,143.978
2026-04-27 15:03:28,35.200.105.130,UP,225.516
2026-04-27 15:03:37,157.230.41.239,UP,234.750
2026-04-27 15:03:47,47.238.70.228,UP,246.710
2026-04-27 15:03:56,34.39.96.45,UP,12.796
2026-04-27 15:04:05,46.101.47.75,UP,16.049
2026-04-27 15:04:14,8.208.34.84,UP,16.060
2026-04-27 15:34:23,34.48.113.182,UP,88.141
2026-04-27 15:34:32,198.199.67.247,UP,81.725
2026-04-27 15:34:41,47.90.140.166,UP,88.624
2026-04-27 15:34:50,35.234.103.240,UP,0.777
2026-04-27 15:34:59,134.122.75.45,UP,1.610
2026-04-27 15:35:08,47.245.143.155,UP,2.429
2026-04-27 15:35:18,34.94.91.108,UP,148.694
2026-04-27 15:35:27,64.227.92.19,UP,143.680
2026-04-27 15:35:36,47.89.252.104,UP,144.388
2026-04-27 15:35:45,35.200.105.130,UP,241.272
2026-04-27 15:35:55,157.230.41.239,UP,234.466
2026-04-27 15:36:04,47.238.70.228,UP,246.871
