time,ip,status,avg_rtt_ms
2026-04-27 15:58:54,34.48.113.182,UP,86.391
2026-04-27 15:59:03,198.199.67.247,UP,79.442
2026-04-27 15:59:12,47.90.140.166,UP,101.552
2026-04-27 15:59:21,35.234.103.240,UP,2.761
2026-04-27 15:59:30,134.122.75.45,UP,2.210
2026-04-27 15:59:39,47.245.143.155,UP,1.588
2026-04-27 15:59:48,34.94.91.108,UP,146.876
2026-04-27 15:59:57,64.227.92.19,UP,151.701
2026-04-27 16:00:06,47.89.252.104,UP,149.897
2026-04-27 16:00:16,35.200.105.130,UP,228.941
2026-04-27 16:00:25,157.230.41.239,UP,159.005
2026-04-27 16:00:34,47.238.70.228,UP,154.872
2026-04-27 16:00:43,34.39.96.45,UP,14.937
2026-04-27 16:00:52,46.101.47.75,UP,14.946
2026-04-27 16:01:01,8.208.34.84,UP,16.087
2026-04-27 16:31:10,34.48.113.182,UP,86.277
2026-04-27 16:31:19,198.199.67.247,UP,79.434
2026-04-27 16:31:28,47.90.140.166,UP,101.552
2026-04-27 16:31:37,35.234.103.240,UP,2.561
2026-04-27 16:31:46,134.122.75.45,UP,2.230
2026-04-27 16:31:55,47.245.143.155,UP,1.601
2026-04-27 16:32:05,34.94.91.108,UP,147.500
2026-04-27 16:32:14,64.227.92.19,UP,151.730
2026-04-27 16:32:23,47.89.252.104,UP,149.892
2026-04-27 16:32:32,35.200.105.130,UP,225.995
2026-04-27 16:32:41,157.230.41.239,UP,158.746
2026-04-27 16:32:50,47.238.70.228,UP,154.834
2026-04-27 16:32:59,34.39.96.45,UP,14.515
2026-04-27 16:33:09,46.101.47.75,UP,15.000
2026-04-27 16:33:18,8.208.34.84,UP,16.088
2026-04-27 17:03:27,34.48.113.182,UP,86.150
2026-04-27 17:03:36,198.199.67.247,UP,79.452
2026-04-27 17:03:45,47.90.140.166,UP,101.551
2026-04-27 17:03:54,35.234.103.240,UP,2.622
2026-04-27 17:04:03,134.122.75.45,UP,2.230
2026-04-27 17:04:12,47.245.143.155,UP,1.586
2026-04-27 17:04:21,34.94.91.108,UP,146.883
2026-04-27 17:04:30,64.227.92.19,UP,151.691
2026-04-27 17:04:39,47.89.252.104,UP,149.891
2026-04-27 17:04:49,35.200.105.130,UP,228.646
2026-04-27 17:04:58,157.230.41.239,UP,158.714
2026-04-27 17:05:07,47.238.70.228,UP,154.878
2026-04-27 17:05:16,34.39.96.45,UP,14.233
2026-04-27 17:05:25,46.101.47.75,UP,14.867
2026-04-27 17:05:34,8.208.34.84,UP,16.087
2026-04-27 17:35:43,34.48.113.182,UP,85.827
2026-04-27 17:35:52,198.199.67.247,UP,79.444
2026-04-27 17:36:01,47.90.140.166,UP,101.544
2026-04-27 17:36:10,35.234.103.240,UP,3.029
2026-04-27 17:36:19,134.122.75.45,UP,2.255
2026-04-27 17:36:28,47.245.143.155,UP,1.580
2026-04-27 17:36:38,34.94.91.108,UP,146.934
2026-04-27 17:36:47,64.227.92.19,UP,151.713
2026-04-27 17:36:56,47.89.252.104,UP,149.885
2026-04-27 17:37:05,35.200.105.130,UP,228.356
2026-04-27 17:37:14,157.230.41.239,UP,158.690
2026-04-27 17:37:24,47.238.70.228,UP,154.905
2026-04-27 17:37:33,34.39.96.45,UP,14.266
2026-04-27 17:37:42,46.101.47.75,UP,14.935
2026-04-27 17:37:51,8.208.34.84,UP,16.075
2026-04-27 18:08:00,34.48.113.182,UP,87.188
2026-04-27 18:08:09,198.199.67.247,UP,79.490
2026-04-27 18:08:18,47.90.140.166,UP,101.545
2026-04-27 18:08:27,35.234.103.240,UP,3.147
2026-04-27 18:08:36,134.122.75.45,UP,2.218
2026-04-27 18:08:45,47.245.143.155,UP,1.622
2026-04-27 18:08:54,34.94.91.108,UP,147.666
2026-04-27 18:09:03,64.227.92.19,UP,151.712
2026-04-27 18:09:12,47.89.252.104,UP,149.887
2026-04-27 18:09:22,35.200.105.130,UP,231.488
2026-04-27 18:09:31,157.230.41.239,UP,158.705
2026-04-27 18:09:40,47.238.70.228,UP,154.866
2026-04-27 18:09:49,34.39.96.45,UP,14.594
2026-04-27 18:09:58,46.101.47.75,UP,14.952
2026-04-27 18:10:07,8.208.34.84,UP,16.101
2026-04-27 18:40:16,34.48.113.182,UP,88.807
2026-04-27 18:40:25,198.199.67.247,UP,79.462
2026-04-27 18:40:34,47.90.140.166,UP,101.542
2026-04-27 18:40:43,35.234.103.240,UP,2.692
2026-04-27 18:40:53,134.122.75.45,UP,2.247
2026-04-27 18:41:02,47.245.143.155,UP,1.673
2026-04-27 18:41:11,34.94.91.108,UP,146.691
2026-04-27 18:41:20,64.227.92.19,UP,151.696
2026-04-27 18:41:29,47.89.252.104,UP,149.886
2026-04-27 18:41:38,35.200.105.130,UP,232.483
2026-04-27 18:41:47,157.230.41.239,UP,158.689
2026-04-27 18:41:57,47.238.70.228,UP,154.858
2026-04-27 18:42:06,34.39.96.45,UP,14.563
2026-04-27 18:42:15,46.101.47.75,UP,14.927
2026-04-27 18:42:24,8.208.34.84,UP,16.100
2026-04-27 19:12:33,34.48.113.182,UP,89.230
2026-04-27 19:12:42,198.199.67.247,UP,79.444
2026-04-27 19:12:51,47.90.140.166,UP,101.540
2026-04-27 19:13:00,35.234.103.240,UP,2.799
2026-04-27 19:13:09,134.122.75.45,UP,2.461
2026-04-27 19:13:18,47.245.143.155,UP,1.606
2026-04-27 19:13:27,34.94.91.108,UP,149.914
2026-04-27 19:13:36,64.227.92.19,UP,151.678
2026-04-27 19:13:46,47.89.252.104,UP,149.887
2026-04-27 19:13:55,35.200.105.130,UP,231.028
2026-04-27 19:14:04,157.230.41.239,UP,158.707
2026-04-27 19:14:13,47.238.70.228,UP,154.840
2026-04-27 19:14:22,34.39.96.45,UP,14.915
2026-04-27 19:14:31,46.101.47.75,UP,15.004
2026-04-27 19:14:40,8.208.34.84,UP,16.092
2026-04-27 19:44:49,34.48.113.182,UP,88.315
2026-04-27 19:44:58,198.199.67.247,UP,79.471
2026-04-27 19:45:08,47.90.140.166,UP,101.536
2026-04-27 19:45:17,35.234.103.240,UP,2.528
2026-04-27 19:45:26,134.122.75.45,UP,2.196
2026-04-27 19:45:35,47.245.143.155,UP,1.655
2026-04-27 19:45:44,34.94.91.108,UP,149.890
2026-04-27 19:45:53,64.227.92.19,UP,151.678
2026-04-27 19:46:02,47.89.252.104,UP,149.890
2026-04-27 19:46:11,35.200.105.130,UP,231.557
2026-04-27 19:46:21,157.230.41.239,UP,158.701
2026-04-27 19:46:30,47.238.70.228,UP,154.842
2026-04-27 19:46:39,34.39.96.45,UP,14.620
2026-04-27 19:46:48,46.101.47.75,UP,14.908
2026-04-27 19:46:57,8.208.34.84,UP,16.100
2026-04-27 20:17:06,34.48.113.182,UP,88.543
2026-04-27 20:17:15,198.199.67.247,UP,80.458
2026-04-27 20:17:24,47.90.140.166,UP,101.540
2026-04-27 20:17:33,35.234.103.240,UP,2.559
2026-04-27 20:17:42,134.122.75.45,UP,2.214
2026-04-27 20:17:51,47.245.143.155,UP,1.616
2026-04-27 20:18:00,34.94.91.108,UP,150.995
2026-04-27 20:18:10,64.227.92.19,UP,151.695
2026-04-27 20:18:19,47.89.252.104,UP,149.887
2026-04-27 20:18:28,35.200.105.130,UP,229.234
2026-04-27 20:18:37,157.230.41.239,UP,158.697
2026-04-27 20:18:46,47.238.70.228,UP,154.852
2026-04-27 20:18:55,34.39.96.45,UP,14.584
2026-04-27 20:19:04,46.101.47.75,UP,14.923
2026-04-27 20:19:13,8.208.34.84,UP,16.097
2026-04-27 20:49:22,34.48.113.182,UP,88.934
2026-04-27 20:49:32,198.199.67.247,UP,79.456
2026-04-27 20:49:41,47.90.140.166,UP,101.528
2026-04-27 20:49:50,35.234.103.240,UP,2.589
2026-04-27 20:49:59,134.122.75.45,UP,5.148
2026-04-27 20:50:08,47.245.143.155,UP,1.642
2026-04-27 20:50:17,34.94.91.108,UP,146.449
2026-04-27 20:50:26,64.227.92.19,UP,151.716
